cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,tflops,bw,_tag
256,8192,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,834.5119,flydsl_moe1_afp8_wfp4_bf16_t64x256x256_w4_bnt0_gui_xcd4_fp8,0.0%,686.6355,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_atomic,0.0%,1521.1474,0,0,1245.17,4295.75,
256,16384,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,1303.9038,flydsl_moe1_afp8_wfp4_bf16_t128x256x256_w4_bnt0_gui_xcd4_fp8,0.0%,1243.4266,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_reduce_persist_sbm128,0.0%,2547.3304,0,0,1487.11,2634.38,
256,32768,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,2193.2573,flydsl_moe1_afp8_wfp4_bf16_t128x256x256_bnt0_gui_xcd4_fp8,0.0%,2438.3465,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_reduce_sbm128,0.0%,4631.6038,0,0,1635.79,1524.95,
256,1,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,20.2248,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,14.3302,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2,0.0%,34.555,0,0,13.38,368011.2,
256,2,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,27.6152,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w3_gui_fp8,0.0%,20.7686,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,48.3838,0,0,19.11,262828.64,
256,4,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,53.3444,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,32.9763,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2,0.0%,86.3207,0,0,21.43,147319.14,
256,8,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,105.7927,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w2_gui_xcd4_fp8,0.0%,56.8737,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2,0.0%,162.6664,0,0,22.74,78177.04,
256,16,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,201.4304,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_xcd4_fp8,0.0%,105.3636,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2,0.0%,306.794,0,0,24.12,41451.1,
256,32,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,393.6657,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,205.1997,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_reduce_bnt2_xcd4,0.0%,598.8654,0,0,24.71,21235.65,
256,64,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,688.169,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w2_gui_fp8,0.0%,342.3677,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_persist,0.0%,1030.5367,0,0,28.72,12341.12,
256,128,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,671.6014,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,341.9041,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_persist,0.0%,1013.5055,0,0,58.4,12549.87,
256,256,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,689.1255,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,350.3777,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2,0.0%,1039.5032,0,0,113.88,12238.64,
256,512,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,739.0288,flydsl_moe1_afp8_wfp4_bf16_t64x128x256_w2_bnt0_gui_fp8,0.0%,372.5039,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_sbm64,0.0%,1111.5327,0,0,213.0,11450.51,
256,1024,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,740.9017,flydsl_moe1_afp8_wfp4_bf16_t64x128x256_w4_gui_fp8,0.0%,415.121,flydsl_moe2_afp8_wfp4_bf16_t64x128x256_atomic_bnt2,0.0%,1156.0227,0,0,409.61,11019.36,
256,2048,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,742.4175,flydsl_moe1_afp8_wfp4_bf16_t64x256x256_w4_gui_fp8,0.0%,465.5302,flydsl_moe2_afp8_wfp4_bf16_t64x128x256_atomic_bnt2_persist,0.0%,1207.9477,0,0,784.01,10563.91,
256,4096,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,936.8038,flydsl_moe1_afp8_wfp4_bf16_t128x256x256_w4_gui_fp8,0.0%,782.2681,flydsl_moe2_afp8_wfp4_bf16_t128x128x256_reduce_bnt2_persist,0.0%,1719.0719,0,0,1101.8,7448.6,
256,8192,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,1611.7256,flydsl_moe1_afp8_wfp4_bf16_t64x128x256_w2_bnt0_gui_fp8,0.0%,1069.8835,flydsl_moe2_afp8_wfp4_bf16_t64x128x256_atomic,0.0%,2681.6091,0,0,1412.64,4807.85,
256,16384,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,2477.6596,flydsl_moe1_afp8_wfp4_bf16_t64x256x256_w3_bnt0_gui_fp8,0.0%,1945.4029,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_reduce,0.0%,4423.0625,0,0,1712.91,2954.72,
256,32768,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,4779.4725,flydsl_moe1_afp8_wfp4_bf16_t128x256x256_w3_gui_fp8,0.0%,3812.3245,flydsl_moe2_afp8_wfp4_bf16_t64x128x256_atomic_bnt2_sbm128,0.0%,8591.797,0,0,1763.62,1562.1,
256,8192,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,898.7999,cktile_a8w4_bm64,0.0,686.6355,cktile_a8w4_bm64,0.0,1585.4354,0,0,0.0,0.0,flydsl_fallback
256,256,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,257.3735,cktile_a8w4_bm32,0.0,148.2768,cktile_a8w4_bm32,0.0,405.6503,0,0,0.0,0.0,flydsl_fallback
256,512,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,281.3186,cktile_a8w4_bm32,0.0,159.1795,cktile_a8w4_bm32,0.0,440.4981,0,0,0.0,0.0,flydsl_fallback
256,1024,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,286.38800000000003,cktile_a8w4_bm32,0.0,171.4426,cktile_a8w4_bm32,0.0,457.8306,0,0,0.0,0.0,flydsl_fallback
256,2048,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,333.5944,cktile_a8w4_bm32,0.0,249.6101,cktile_a8w4_bm32,0.0,583.2045,0,0,0.0,0.0,flydsl_fallback
256,4096,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,437.9427,cktile_a8w4_bm32,0.0,368.1529,cktile_a8w4_bm32,0.0,806.0956,0,0,0.0,0.0,flydsl_fallback
256,8192,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,615.7547,cktile_a8w4_bm32,0.0,669.5126,cktile_a8w4_bm32,0.0,1285.2673,0,0,0.0,0.0,flydsl_fallback
256,16384,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,966.7605,cktile_a8w4_bm64,0.0,1431.0435,cktile_a8w4_bm64,0.0,2397.804,0,0,0.0,0.0,flydsl_fallback
256,32768,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,1832.1527,cktile_a8w4_bm64,0.0,2784.4705,cktile_a8w4_bm64,0.0,4616.6232,0,0,0.0,0.0,flydsl_fallback
256,1,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,33.9398,cktile_a8w4_bm32,0.0,9.4455,cktile_a8w4_bm32,0.0,43.3853,0,0,0.0,0.0,flydsl_fallback
256,2,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,37.826,cktile_a8w4_bm32,0.0,14.1321,cktile_a8w4_bm32,0.0,51.9581,0,0,0.0,0.0,flydsl_fallback
256,4,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,40.8855,cktile_a8w4_bm32,0.0,22.8938,cktile_a8w4_bm32,0.0,63.7793,0,0,0.0,0.0,flydsl_fallback
256,8,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,71.4071,cktile_a8w4_bm32,0.0,35.7143,cktile_a8w4_bm32,0.0,107.1214,0,0,0.0,0.0,flydsl_fallback
256,16,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,115.285,cktile_a8w4_bm32,0.0,59.3226,cktile_a8w4_bm32,0.0,174.6076,0,0,0.0,0.0,flydsl_fallback
256,32,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,230.5892,cktile_a8w4_bm32,0.0,115.1084,cktile_a8w4_bm32,0.0,345.6976,0,0,0.0,0.0,flydsl_fallback
256,64,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,363.0944,cktile_a8w4_bm32,0.0,190.3046,cktile_a8w4_bm32,0.0,553.399,0,0,0.0,0.0,flydsl_fallback
256,128,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,364.4298,cktile_a8w4_bm32,0.0,214.6079,cktile_a8w4_bm32,0.0,579.0377,0,0,0.0,0.0,flydsl_fallback
256,256,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,367.2902,cktile_a8w4_bm32,0.0,193.3029,cktile_a8w4_bm32,0.0,560.5931,0,0,0.0,0.0,flydsl_fallback
256,512,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,403.3749,cktile_a8w4_bm32,0.0,225.5099,cktile_a8w4_bm32,0.0,628.8848,0,0,0.0,0.0,flydsl_fallback
256,1024,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,410.5552,cktile_a8w4_bm32,0.0,231.5723,cktile_a8w4_bm32,0.0,642.1275,0,0,0.0,0.0,flydsl_fallback
256,2048,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,466.2607,cktile_a8w4_bm64,0.0,299.6068,cktile_a8w4_bm64,0.0,765.8675,0,0,0.0,0.0,flydsl_fallback
256,4096,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,632.7745,cktile_a8w4_bm32,0.0,439.8722,cktile_a8w4_bm32,0.0,1072.6467,0,0,0.0,0.0,flydsl_fallback
256,1,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,34.0581,cktile_a8w4_bm32,0.0,8.7352,cktile_a8w4_bm32,0.0,42.7933,0,0,0.0,0.0,flydsl_fallback
256,2,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,34.9158,cktile_a8w4_bm32,0.0,13.3473,cktile_a8w4_bm32,0.0,48.2631,0,0,0.0,0.0,flydsl_fallback
256,4,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,38.0416,cktile_a8w4_bm32,0.0,19.3432,cktile_a8w4_bm32,0.0,57.3848,0,0,0.0,0.0,flydsl_fallback
256,8,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,46.8002,cktile_a8w4_bm32,0.0,29.3862,cktile_a8w4_bm32,0.0,76.1864,0,0,0.0,0.0,flydsl_fallback
256,16,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,82.0373,cktile_a8w4_bm32,0.0,47.2715,cktile_a8w4_bm32,0.0,129.3088,0,0,0.0,0.0,flydsl_fallback
256,32,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,150.36790000000002,cktile_a8w4_bm32,0.0,85.8573,cktile_a8w4_bm32,0.0,236.2252,0,0,0.0,0.0,flydsl_fallback
256,64,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,254.1856,cktile_a8w4_bm32,0.0,138.8478,cktile_a8w4_bm32,0.0,393.0334,0,0,0.0,0.0,flydsl_fallback
256,128,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,253.9273,cktile_a8w4_bm32,0.0,144.3044,cktile_a8w4_bm32,0.0,398.2317,0,0,0.0,0.0,flydsl_fallback
256,16384,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,1392.5572000000002,cktile_a8w4_bm64,0.0,1320.7728,cktile_a8w4_bm64,0.0,2713.33,0,0,0.0,0.0,flydsl_fallback
256,32768,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,2698.9905,cktile_a8w4_bm64,0.0,2641.1538,cktile_a8w4_bm64,0.0,5340.1443,0,0,0.0,0.0,flydsl_fallback
256,1,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,36.3312,cktile_a8w4_bm32,0.0,14.5989,cktile_a8w4_bm32,0.0,50.9301,0,0,0.0,0.0,flydsl_fallback
256,2,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,40.8095,cktile_a8w4_bm32,0.0,20.9274,cktile_a8w4_bm32,0.0,61.7369,0,0,0.0,0.0,flydsl_fallback
256,4,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,79.7767,cktile_a8w4_bm32,0.0,36.3493,cktile_a8w4_bm32,0.0,116.126,0,0,0.0,0.0,flydsl_fallback
256,8,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,111.8149,cktile_a8w4_bm32,0.0,59.8449,cktile_a8w4_bm32,0.0,171.6598,0,0,0.0,0.0,flydsl_fallback
256,16,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,219.2575,cktile_a8w4_bm32,0.0,106.5366,cktile_a8w4_bm32,0.0,325.7941,0,0,0.0,0.0,flydsl_fallback
256,128,7168,1536,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,700.6265000000001,cktile_a8w4_bm32,0.0,348.2141,cktile_a8w4_bm32,0.0,1048.8406,0,0,0.0,0.0,flydsl_fallback
256,1,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,33.9919,cktile_a8w4_bm32,0.0,8.7153,cktile_a8w4_bm32,0.0,42.7072,0,0,0.0,0.0,flydsl_fallback
256,2,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,34.7616,cktile_a8w4_bm32,0.0,9.9572,cktile_a8w4_bm32,0.0,44.7188,0,0,0.0,0.0,flydsl_fallback
256,4,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,37.9672,cktile_a8w4_bm32,0.0,18.7154,cktile_a8w4_bm32,0.0,56.6826,0,0,0.0,0.0,flydsl_fallback
256,8,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,42.8108,cktile_a8w4_bm32,0.0,26.6373,cktile_a8w4_bm32,0.0,69.4481,0,0,0.0,0.0,flydsl_fallback
256,16,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,131.5815,cktile_a8w4_bm32,0.0,41.9802,cktile_a8w4_bm32,0.0,173.5617,0,0,0.0,0.0,flydsl_fallback
256,32,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,115.8571,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,37.987,opus_moe_stage2_a8w4_decode,0.0%,153.8441,0,0,23.65,23652.57,
256,64,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,227.1174,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,66.551,opus_moe_stage2_a8w4_decode,0.0%,293.6684,0,0,24.54,12273.92,
256,128,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,227.6502,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,88.488,opus_moe_stage2_a8w4_decode,0.0%,316.1382,0,0,48.58,12152.71,
256,256,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,226.7966,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,125.8372,opus_moe_stage2_a8w4_decode,0.0%,352.6338,0,0,95.91,12004.98,
256,512,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,317.7302,cktile_a8w4_bm32,0.0,159.5788,cktile_a8w4_bm32,0.0,477.309,0,0,0.0,0.0,flydsl_fallback
256,1024,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,293.1891,cktile_a8w4_bm32,0.0,167.1457,cktile_a8w4_bm32,0.0,460.3348,0,0,0.0,0.0,flydsl_fallback
256,2048,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,335.8345,cktile_a8w4_bm32,0.0,189.7827,cktile_a8w4_bm32,0.0,525.6172,0,0,0.0,0.0,flydsl_fallback
256,4096,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,397.3473,cktile_a8w4_bm32,0.0,294.8852,cktile_a8w4_bm32,0.0,692.2325,0,0,0.0,0.0,flydsl_fallback
256,8192,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,616.1852,cktile_a8w4_bm32,0.0,558.0845,cktile_a8w4_bm32,0.0,1174.2697,0,0,0.0,0.0,flydsl_fallback
256,16384,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,965.4535,cktile_a8w4_bm32,0.0,1099.8019,cktile_a8w4_bm32,0.0,2065.2554,0,0,0.0,0.0,flydsl_fallback
256,32768,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,1601.0055,cktile_a8w4_bm64,0.0,2257.9593,cktile_a8w4_bm64,0.0,3858.9648,0,0,0.0,0.0,flydsl_fallback
256,1,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,90.483,cktile_a8w4_bm32,0.0,9.3533,cktile_a8w4_bm32,0.0,99.8363,0,0,0.0,0.0,flydsl_fallback
256,2,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,42.7165,cktile_a8w4_bm32,0.0,14.1321,cktile_a8w4_bm32,0.0,56.8486,0,0,0.0,0.0,flydsl_fallback
256,4,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,90.8854,cktile_a8w4_bm32,0.0,19.8292,cktile_a8w4_bm32,0.0,110.7146,0,0,0.0,0.0,flydsl_fallback
256,8,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,84.883,cktile_a8w4_bm32,0.0,31.4314,cktile_a8w4_bm32,0.0,116.3144,0,0,0.0,0.0,flydsl_fallback
256,16,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,172.6574,cktile_a8w4_bm32,0.0,52.4455,cktile_a8w4_bm32,0.0,225.1029,0,0,0.0,0.0,flydsl_fallback
256,32,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,186.1242,cktile_a8w4_bm32,0.0,98.1427,cktile_a8w4_bm32,0.0,284.2669,0,0,0.0,0.0,flydsl_fallback
256,64,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,347.9242,cktile_a8w4_bm32,0.0,182.6095,cktile_a8w4_bm32,0.0,530.5337,0,0,0.0,0.0,flydsl_fallback
256,128,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,350.4395,cktile_a8w4_bm32,0.0,185.7705,cktile_a8w4_bm32,0.0,536.21,0,0,0.0,0.0,flydsl_fallback
256,256,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,349.6582,cktile_a8w4_bm32,0.0,193.1847,cktile_a8w4_bm32,0.0,542.8429,0,0,0.0,0.0,flydsl_fallback
256,512,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,384.4335,cktile_a8w4_bm32,0.0,225.4302,cktile_a8w4_bm32,0.0,609.8637,0,0,0.0,0.0,flydsl_fallback
256,1024,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,388.8719,cktile_a8w4_bm32,0.0,236.4843,cktile_a8w4_bm32,0.0,625.3562,0,0,0.0,0.0,flydsl_fallback
